ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Mode_of_Shipment_encoded,Customer_rating_category,Prior_purchases_category,Gender_encoded,Interaction_CustomerRating_Discount,Interaction_CustomerCalls_Rating,Shipping_speed,Total_interactions,Expected_delivery_time,CustomerCare_vs_ExpectedTime,ProductImportance_avg_delivery,ShippingMode_avg_delivery,Interaction_Weight_Discount,Customer_rating_and_delivery_time,Product_importance_and_delivery_time,High_product_importance_and_high_rating,Weight_category,Discount_category,Product_Value,Customer_Loyalty,Customer_Satisfaction_Score,Delivery_Time_per_Weight
8191,D,Ship,3,3,231,3,medium,F,9,4623,1,1,Average,Low,0,27,9,1541.0,6,4,-1,0.5904501472444258,0.5975609756097561,41607,3,medium,0,Heavy,Low,1067913,Regular,2.0,1155.75
8192,F,Ship,5,2,224,3,high,M,4,4271,0,1,Low,Low,1,8,10,854.2,8,4,1,0.6497890295358649,0.5975609756097561,17084,0,,0,Heavy,Low,956704,Regular,1.0,1067.75
8193,A,Ship,4,5,201,3,low,M,7,4048,0,1,High,Low,1,35,20,1012.0,7,4,0,0.5927883707759108,0.5975609756097561,28336,0,,0,Heavy,Low,813648,Regular,2.5,1012.0
8194,B,Road,4,2,189,2,medium,M,5,4374,0,3,Low,Very Low,1,10,8,1093.5,6,6,-2,0.5904501472444258,0.5880681818181818,21870,0,,0,Heavy,Low,826686,New,1.0,729.0
8195,C,Road,5,4,265,3,medium,M,10,4565,0,3,Standard,Low,1,40,20,913.0,8,6,-1,0.5904501472444258,0.5880681818181818,45650,0,,0,Heavy,Low,1209725,Regular,2.0,760.8333333333334
8196,F,Road,3,5,147,3,medium,M,5,5357,1,3,High,Low,1,25,15,1785.6666666666667,6,6,-3,0.5904501472444258,0.5880681818181818,26785,5,medium,0,Heavy,Low,787479,Regular,3.0,892.8333333333334
8197,D,Road,4,4,195,3,low,F,6,5783,0,3,Standard,Low,0,24,16,1445.75,7,6,-2,0.5927883707759108,0.5880681818181818,34698,0,,0,Heavy,Low,1127685,Regular,2.0,963.8333333333334
8198,F,Road,4,5,216,3,medium,F,7,5891,0,3,High,Low,0,35,20,1472.75,7,6,-2,0.5904501472444258,0.5880681818181818,41237,0,,0,Heavy,Low,1272456,Regular,2.5,981.8333333333334
8199,A,Road,4,2,148,2,low,M,5,4031,0,3,Low,Very Low,1,10,8,1007.75,6,6,-2,0.5927883707759108,0.5880681818181818,20155,0,,0,Heavy,Low,596588,New,1.0,671.8333333333334
8200,B,Road,5,4,180,4,medium,F,7,4200,1,3,Standard,Low,0,28,20,840.0,9,6,-1,0.5904501472444258,0.5880681818181818,29400,4,medium,0,Heavy,Low,756000,Regular,2.5,700.0
8201,C,Road,3,3,169,3,low,F,7,5976,0,3,Average,Low,0,21,9,1992.0,6,6,-3,0.5927883707759108,0.5880681818181818,41832,0,,0,Heavy,Low,1009944,Regular,1.5,996.0
8202,F,Road,3,4,200,3,low,F,7,5400,0,3,Standard,Low,0,28,12,1800.0,6,6,-3,0.5927883707759108,0.5880681818181818,37800,0,,0,Heavy,Low,1080000,Regular,2.0,900.0
8203,D,Road,3,3,255,2,low,F,10,5632,0,3,Average,Very Low,0,30,9,1877.3333333333333,5,6,-3,0.5927883707759108,0.5880681818181818,56320,0,,0,Heavy,Low,1436160,New,1.5,938.6666666666666
8204,F,Road,4,3,238,2,low,F,1,4051,0,3,Average,Very Low,0,3,12,1012.75,6,6,-2,0.5927883707759108,0.5880681818181818,4051,0,,0,Heavy,Low,964138,New,1.5,675.1666666666666
8205,A,Road,3,4,163,3,medium,M,5,5088,1,3,Standard,Low,1,20,12,1696.0,6,6,-3,0.5904501472444258,0.5880681818181818,25440,4,medium,0,Heavy,Low,829344,Regular,2.5,848.0
8206,B,Road,4,5,177,3,medium,M,7,4031,1,3,High,Low,1,35,20,1007.75,7,6,-2,0.5904501472444258,0.5880681818181818,28217,5,medium,0,Heavy,Low,713487,Regular,3.0,671.8333333333334
8207,C,Road,4,5,206,3,medium,M,5,5785,1,3,High,Low,1,25,20,1446.25,7,6,-2,0.5904501472444258,0.5880681818181818,28925,5,medium,0,Heavy,Low,1191710,Regular,3.0,964.1666666666666
8208,F,Road,3,4,175,3,low,F,2,5272,0,3,Standard,Low,0,8,12,1757.3333333333333,6,6,-3,0.5927883707759108,0.5880681818181818,10544,0,,0,Heavy,Low,922600,Regular,2.0,878.6666666666666
8209,D,Road,5,5,247,2,medium,M,5,4250,0,3,High,Very Low,1,25,25,850.0,7,6,-1,0.5904501472444258,0.5880681818181818,21250,0,,0,Heavy,Low,1049750,New,2.5,708.3333333333334
8210,F,Road,4,3,152,4,medium,F,4,5809,0,3,Average,Low,0,12,12,1452.25,8,6,-2,0.5904501472444258,0.5880681818181818,23236,0,,0,Heavy,Low,882968,Regular,1.5,968.1666666666666
8211,A,Road,4,4,162,3,low,F,8,5394,0,3,Standard,Low,0,32,16,1348.5,7,6,-2,0.5927883707759108,0.5880681818181818,43152,0,,0,Heavy,Low,873828,Regular,2.0,899.0
8212,B,Road,3,4,206,3,medium,F,5,5915,0,3,Standard,Low,0,20,12,1971.6666666666667,6,6,-3,0.5904501472444258,0.5880681818181818,29575,0,,0,Heavy,Low,1218490,Regular,2.0,985.8333333333334
8213,C,Road,3,4,186,4,low,F,6,5540,0,3,Standard,Low,0,24,12,1846.6666666666667,7,6,-3,0.5927883707759108,0.5880681818181818,33240,0,,0,Heavy,Low,1030440,Regular,2.0,923.3333333333334
8214,F,Road,4,5,179,3,low,F,4,4487,0,3,High,Low,0,20,20,1121.75,7,6,-2,0.5927883707759108,0.5880681818181818,17948,0,,0,Heavy,Low,803173,Regular,2.5,747.8333333333334
8215,D,Road,3,5,172,3,medium,F,7,4929,0,3,High,Low,0,35,15,1643.0,6,6,-3,0.5904501472444258,0.5880681818181818,34503,0,,0,Heavy,Low,847788,Regular,2.5,821.5
8216,F,Flight,3,3,158,2,medium,M,7,4865,0,2,Average,Very Low,1,21,9,1621.6666666666667,5,2,1,0.5904501472444258,0.6015756893640968,34055,0,,0,Heavy,Low,768670,New,1.5,2432.5
8217,A,Flight,6,5,143,5,high,M,9,4060,0,2,High,Low,1,45,30,676.6666666666666,11,2,4,0.6497890295358649,0.6015756893640968,36540,0,,1,Heavy,Low,580580,Regular,2.5,2030.0
8218,B,Flight,5,3,171,3,medium,F,7,4994,0,2,Average,Low,0,21,15,998.8,8,2,3,0.5904501472444258,0.6015756893640968,34958,0,,0,Heavy,Low,853974,Regular,1.5,2497.0
8219,C,Flight,4,2,175,3,high,M,4,4426,0,2,Low,Low,1,8,8,1106.5,7,2,2,0.6497890295358649,0.6015756893640968,17704,0,,0,Heavy,Low,774550,Regular,1.0,2213.0
8220,F,Flight,4,5,173,3,medium,F,8,4040,1,2,High,Low,0,40,20,1010.0,7,2,2,0.5904501472444258,0.6015756893640968,32320,5,medium,0,Heavy,Low,698920,Regular,3.0,2020.0
8221,D,Flight,4,4,268,3,medium,M,10,4531,0,2,Standard,Low,1,40,16,1132.75,7,2,2,0.5904501472444258,0.6015756893640968,45310,0,,0,Heavy,Low,1214308,Regular,2.0,2265.5
8222,F,Flight,4,5,232,3,low,F,8,5923,0,2,High,Low,0,40,20,1480.75,7,2,2,0.5927883707759108,0.6015756893640968,47384,0,,0,Heavy,Low,1374136,Regular,2.5,2961.5
8223,A,Flight,4,2,203,4,medium,F,9,4217,0,2,Low,Low,0,18,8,1054.25,8,2,2,0.5904501472444258,0.6015756893640968,37953,0,,0,Heavy,Low,856051,Regular,1.0,2108.5
8224,B,Flight,3,4,140,3,low,M,3,5300,0,2,Standard,Low,1,12,12,1766.6666666666667,6,2,1,0.5927883707759108,0.6015756893640968,15900,0,,0,Heavy,Low,742000,Regular,2.0,2650.0
8225,C,Flight,3,4,138,3,medium,F,10,4327,1,2,Standard,Low,0,40,12,1442.3333333333333,6,2,1,0.5904501472444258,0.6015756893640968,43270,4,medium,0,Heavy,Low,597126,Regular,2.5,2163.5
8226,F,Flight,5,1,262,3,medium,M,9,5146,0,2,VeryLow,Low,1,9,5,1029.2,8,2,3,0.5904501472444258,0.6015756893640968,46314,0,,0,Heavy,Low,1348252,Regular,0.5,2573.0
8227,D,Flight,4,1,245,3,low,F,9,4024,1,2,VeryLow,Low,0,9,4,1006.0,7,2,2,0.5927883707759108,0.6015756893640968,36216,1,low,0,Heavy,Low,985880,Regular,1.0,2012.0
8228,F,Flight,3,4,224,3,low,F,10,4806,1,2,Standard,Low,0,40,12,1602.0,6,2,1,0.5927883707759108,0.6015756893640968,48060,4,low,0,Heavy,Low,1076544,Regular,2.5,2403.0
8229,A,Flight,3,4,186,2,low,F,4,4585,0,2,Standard,Very Low,0,16,12,1528.3333333333333,5,2,1,0.5927883707759108,0.6015756893640968,18340,0,,0,Heavy,Low,852810,New,2.0,2292.5
8230,B,Flight,4,2,282,4,medium,M,5,5422,1,2,Low,Low,1,10,8,1355.5,8,2,2,0.5904501472444258,0.6015756893640968,27110,2,medium,0,Heavy,Low,1529004,Regular,1.5,2711.0
8231,C,Flight,5,1,266,3,low,M,8,4786,1,2,VeryLow,Low,1,8,5,957.2,8,2,3,0.5927883707759108,0.6015756893640968,38288,1,low,0,Heavy,Low,1273076,Regular,1.0,2393.0
8232,F,Flight,4,2,256,4,low,F,7,5571,0,2,Low,Low,0,14,8,1392.75,8,2,2,0.5927883707759108,0.6015756893640968,38997,0,,0,Heavy,Low,1426176,Regular,1.0,2785.5
8233,D,Flight,3,3,155,3,medium,F,7,5464,0,2,Average,Low,0,21,9,1821.3333333333333,6,2,1,0.5904501472444258,0.6015756893640968,38248,0,,0,Heavy,Low,846920,Regular,1.5,2732.0
8234,F,Flight,2,4,142,3,high,M,2,5700,0,2,Standard,Low,1,8,8,2850.0,5,2,0,0.6497890295358649,0.6015756893640968,11400,0,,0,Heavy,Low,809400,Regular,2.0,2850.0
8235,A,Flight,6,3,229,8,medium,M,6,4600,0,2,Average,Medium,1,18,18,766.6666666666666,14,2,4,0.5904501472444258,0.6015756893640968,27600,0,,0,Heavy,Low,1053400,Frequent,1.5,2300.0
8236,B,Flight,4,3,211,8,medium,F,6,5583,0,2,Average,Medium,0,18,12,1395.75,12,2,2,0.5904501472444258,0.6015756893640968,33498,0,,0,Heavy,Low,1178013,Frequent,1.5,2791.5
8237,C,Flight,5,1,264,6,high,F,4,5337,0,2,VeryLow,Medium,0,4,5,1067.4,11,2,3,0.6497890295358649,0.6015756893640968,21348,0,,0,Heavy,Low,1408968,Frequent,0.5,2668.5
8238,F,Ship,6,1,217,4,medium,M,3,5571,0,1,VeryLow,Low,1,3,6,928.5,10,4,2,0.5904501472444258,0.5975609756097561,16713,0,,0,Heavy,Low,1208907,Regular,0.5,1392.75
8239,D,Ship,5,3,145,3,low,M,3,4077,1,1,Average,Low,1,9,15,815.4,8,4,1,0.5927883707759108,0.5975609756097561,12231,3,low,0,Heavy,Low,591165,Regular,2.0,1019.25
8240,F,Ship,3,2,185,4,low,M,6,5854,0,1,Low,Low,1,12,6,1951.3333333333333,7,4,-1,0.5927883707759108,0.5975609756097561,35124,0,,0,Heavy,Low,1082990,Regular,1.0,1463.5
8241,A,Ship,4,4,221,10,high,M,6,5582,1,1,Standard,Medium,1,24,16,1395.5,14,4,0,0.6497890295358649,0.5975609756097561,33492,4,high,0,Heavy,Low,1233622,Frequent,2.5,1395.5
8242,B,Ship,4,5,208,3,low,F,8,4632,0,1,High,Low,0,40,20,1158.0,7,4,0,0.5927883707759108,0.5975609756097561,37056,0,,0,Heavy,Low,963456,Regular,2.5,1158.0
8243,C,Ship,4,5,260,2,medium,M,2,5368,0,1,High,Very Low,1,10,20,1342.0,6,4,0,0.5904501472444258,0.5975609756097561,10736,0,,0,Heavy,Low,1395680,New,2.5,1342.0
8244,F,Ship,4,4,177,7,low,F,3,5646,1,1,Standard,Medium,0,12,16,1411.5,11,4,0,0.5927883707759108,0.5975609756097561,16938,4,low,0,Heavy,Low,999342,Frequent,2.5,1411.5
8245,D,Ship,4,1,144,4,low,F,10,4175,0,1,VeryLow,Low,0,10,4,1043.75,8,4,0,0.5927883707759108,0.5975609756097561,41750,0,,0,Heavy,Low,601200,Regular,0.5,1043.75
8246,F,Ship,3,5,174,2,low,F,4,5692,0,1,High,Very Low,0,20,15,1897.3333333333333,5,4,-1,0.5927883707759108,0.5975609756097561,22768,0,,0,Heavy,Low,990408,New,2.5,1423.0
8247,A,Ship,3,2,215,4,high,M,1,4158,0,1,Low,Low,1,2,6,1386.0,7,4,-1,0.6497890295358649,0.5975609756097561,4158,0,,0,Heavy,Low,893970,Regular,1.0,1039.5
8248,B,Ship,4,5,270,10,medium,M,9,5085,1,1,High,Medium,1,45,20,1271.25,14,4,0,0.5904501472444258,0.5975609756097561,45765,5,medium,0,Heavy,Low,1372950,Frequent,3.0,1271.25
8249,C,Ship,3,4,209,2,high,M,10,4540,0,1,Standard,Very Low,1,40,12,1513.3333333333333,5,4,-1,0.6497890295358649,0.5975609756097561,45400,0,,0,Heavy,Low,948860,New,2.0,1135.0
8250,F,Ship,5,1,103,5,low,F,10,5413,1,1,VeryLow,Low,0,10,5,1082.6,10,4,1,0.5927883707759108,0.5975609756097561,54130,1,low,0,Heavy,Low,557539,Regular,1.0,1353.25
8251,D,Ship,5,1,184,3,low,F,10,4674,1,1,VeryLow,Low,0,10,5,934.8,8,4,1,0.5927883707759108,0.5975609756097561,46740,1,low,0,Heavy,Low,860016,Regular,1.0,1168.5
8252,F,Ship,5,3,226,2,high,F,6,5033,0,1,Average,Very Low,0,18,15,1006.6,7,4,1,0.6497890295358649,0.5975609756097561,30198,0,,0,Heavy,Low,1137458,New,1.5,1258.25
8253,A,Ship,5,2,158,3,low,M,4,4324,0,1,Low,Low,1,8,10,864.8,8,4,1,0.5927883707759108,0.5975609756097561,17296,0,,0,Heavy,Low,683192,Regular,1.0,1081.0
8254,B,Ship,3,2,274,2,high,M,2,5029,0,1,Low,Very Low,1,4,6,1676.3333333333333,5,4,-1,0.6497890295358649,0.5975609756097561,10058,0,,0,Heavy,Low,1377946,New,1.0,1257.25
8255,C,Ship,3,4,245,3,medium,F,7,5429,0,1,Standard,Low,0,28,12,1809.6666666666667,6,4,-1,0.5904501472444258,0.5975609756097561,38003,0,,0,Heavy,Low,1330105,Regular,2.0,1357.25
8256,F,Ship,5,3,254,6,low,M,8,1932,0,1,Average,Medium,1,24,15,386.4,11,4,1,0.5927883707759108,0.5975609756097561,15456,0,,0,Light,Low,490728,Frequent,1.5,483.0
8257,D,Ship,5,3,252,5,low,M,2,1312,1,1,Average,Low,1,6,15,262.4,10,4,1,0.5927883707759108,0.5975609756097561,2624,3,low,0,Light,Low,330624,Regular,2.0,328.0
8258,F,Ship,6,4,254,4,low,M,2,1174,0,1,Standard,Low,1,8,24,195.66666666666666,10,4,2,0.5927883707759108,0.5975609756097561,2348,0,,0,Light,Low,298196,Regular,2.0,293.5
8259,A,Ship,4,3,263,5,low,F,10,1762,0,1,Average,Low,0,30,12,440.5,9,4,0,0.5927883707759108,0.5975609756097561,17620,0,,0,Light,Low,463406,Regular,1.5,440.5
8260,B,Ship,5,1,256,5,low,F,5,1970,0,1,VeryLow,Low,0,5,5,394.0,10,4,1,0.5927883707759108,0.5975609756097561,9850,0,,0,Light,Low,504320,Regular,0.5,492.5
8261,C,Ship,6,5,264,4,medium,F,9,1922,1,1,High,Low,0,45,30,320.3333333333333,10,4,2,0.5904501472444258,0.5975609756097561,17298,5,medium,0,Light,Low,507408,Regular,3.0,480.5
8262,F,Ship,4,2,237,5,low,M,6,1734,1,1,Low,Low,1,12,8,433.5,9,4,0,0.5927883707759108,0.5975609756097561,10404,2,low,0,Light,Low,410958,Regular,1.5,433.5
8263,D,Ship,4,1,226,5,medium,F,2,1912,0,1,VeryLow,Low,0,2,4,478.0,9,4,0,0.5904501472444258,0.5975609756097561,3824,0,,0,Light,Low,432112,Regular,0.5,478.0
8264,F,Ship,7,1,289,4,low,F,4,1543,1,1,VeryLow,Low,0,4,7,220.42857142857142,11,4,3,0.5927883707759108,0.5975609756097561,6172,1,low,0,Light,Low,445927,Regular,1.0,385.75
8265,A,Ship,7,1,281,4,low,F,9,1235,0,1,VeryLow,Low,0,9,7,176.42857142857142,11,4,3,0.5927883707759108,0.5975609756097561,11115,0,,0,Light,Low,347035,Regular,0.5,308.75
8266,B,Ship,5,5,258,5,low,M,6,1068,1,1,High,Low,1,30,25,213.6,10,4,1,0.5927883707759108,0.5975609756097561,6408,5,low,0,Light,Low,275544,Regular,3.0,267.0
8267,C,Ship,6,4,263,4,low,M,3,1276,0,1,Standard,Low,1,12,24,212.66666666666666,10,4,2,0.5927883707759108,0.5975609756097561,3828,0,,0,Light,Low,335588,Regular,2.0,319.0
8268,F,Ship,5,3,245,5,low,F,1,1605,0,1,Average,Low,0,3,15,321.0,10,4,1,0.5927883707759108,0.5975609756097561,1605,0,,0,Light,Low,393225,Regular,1.5,401.25
8269,D,Ship,7,3,296,4,medium,F,7,1427,0,1,Average,Low,0,21,21,203.85714285714286,11,4,3,0.5904501472444258,0.5975609756097561,9989,0,,0,Light,Low,422392,Regular,1.5,356.75
8270,F,Ship,7,4,286,4,low,M,3,1262,1,1,Standard,Low,1,12,28,180.28571428571428,11,4,3,0.5927883707759108,0.5975609756097561,3786,4,low,0,Light,Low,360932,Regular,2.5,315.5
8271,A,Ship,6,3,252,2,low,M,6,1470,1,1,Average,Very Low,1,18,18,245.0,8,4,2,0.5927883707759108,0.5975609756097561,8820,3,low,0,Light,Low,370440,New,2.0,367.5
8272,B,Ship,6,5,301,4,low,F,4,1707,1,1,High,Low,0,20,30,284.5,10,4,2,0.5927883707759108,0.5975609756097561,6828,5,low,0,Light,Low,513807,Regular,3.0,426.75
8273,C,Ship,7,4,290,4,low,F,10,1886,1,1,Standard,Low,0,40,28,269.42857142857144,11,4,3,0.5927883707759108,0.5975609756097561,18860,4,low,0,Light,Low,546940,Regular,2.5,471.5
8274,F,Ship,7,2,247,4,medium,F,9,1096,1,1,Low,Low,0,18,14,156.57142857142858,11,4,3,0.5904501472444258,0.5975609756097561,9864,2,medium,0,Light,Low,270712,Regular,1.5,274.0
8275,D,Ship,3,1,138,3,medium,F,2,4766,1,1,VeryLow,Low,0,2,3,1588.6666666666667,6,4,-1,0.5904501472444258,0.5975609756097561,9532,1,medium,0,Heavy,Low,657708,Regular,1.0,1191.5
8276,F,Ship,5,4,262,3,medium,F,6,4428,0,1,Standard,Low,0,24,20,885.6,8,4,1,0.5904501472444258,0.5975609756097561,26568,0,,0,Heavy,Low,1160136,Regular,2.0,1107.0
8277,A,Ship,4,2,245,3,low,F,5,5226,0,1,Low,Low,0,10,8,1306.5,7,4,0,0.5927883707759108,0.5975609756097561,26130,0,,0,Heavy,Low,1280370,Regular,1.0,1306.5
8278,B,Ship,3,1,224,3,low,F,1,4862,1,1,VeryLow,Low,0,1,3,1620.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,4862,1,low,0,Heavy,Low,1089088,Regular,1.0,1215.5
8279,C,Ship,3,1,186,2,low,F,1,5054,1,1,VeryLow,Very Low,0,1,3,1684.6666666666667,5,4,-1,0.5927883707759108,0.5975609756097561,5054,1,low,0,Heavy,Low,940044,New,1.0,1263.5
8280,F,Ship,4,1,282,4,medium,M,10,5065,0,1,VeryLow,Low,1,10,4,1266.25,8,4,0,0.5904501472444258,0.5975609756097561,50650,0,,0,Heavy,Low,1428330,Regular,0.5,1266.25
8281,D,Ship,5,4,266,3,low,M,2,5260,1,1,Standard,Low,1,8,20,1052.0,8,4,1,0.5927883707759108,0.5975609756097561,10520,4,low,0,Heavy,Low,1399160,Regular,2.5,1315.0
8282,F,Ship,4,5,256,4,low,F,8,5244,1,1,High,Low,0,40,20,1311.0,8,4,0,0.5927883707759108,0.5975609756097561,41952,5,low,0,Heavy,Low,1342464,Regular,3.0,1311.0
8283,A,Ship,3,1,155,3,medium,F,7,5709,0,1,VeryLow,Low,0,7,3,1903.0,6,4,-1,0.5904501472444258,0.5975609756097561,39963,0,,0,Heavy,Low,884895,Regular,0.5,1427.25
8284,B,Ship,2,5,142,3,high,M,10,5174,0,1,High,Low,1,50,10,2587.0,5,4,-2,0.6497890295358649,0.5975609756097561,51740,0,,1,Heavy,Low,734708,Regular,2.5,1293.5
8285,C,Ship,6,5,229,8,medium,F,2,4271,1,1,High,Medium,0,10,30,711.8333333333334,14,4,2,0.5904501472444258,0.5975609756097561,8542,5,medium,0,Heavy,Low,978059,Frequent,3.0,1067.75
8286,F,Ship,4,3,211,8,medium,F,3,4550,0,1,Average,Medium,0,9,12,1137.5,12,4,0,0.5904501472444258,0.5975609756097561,13650,0,,0,Heavy,Low,960050,Frequent,1.5,1137.5
8287,D,Ship,5,5,264,6,high,M,8,4644,1,1,High,Medium,1,40,25,928.8,11,4,1,0.6497890295358649,0.5975609756097561,37152,5,high,1,Heavy,Low,1226016,Frequent,3.0,1161.0
8288,F,Ship,6,4,217,4,medium,F,4,4247,1,1,Standard,Low,0,16,24,707.8333333333334,10,4,2,0.5904501472444258,0.5975609756097561,16988,4,medium,0,Heavy,Low,921599,Regular,2.5,1061.75
8289,A,Ship,5,4,145,3,low,M,2,4492,1,1,Standard,Low,1,8,20,898.4,8,4,1,0.5927883707759108,0.5975609756097561,8984,4,low,0,Heavy,Low,651340,Regular,2.5,1123.0
8290,B,Ship,3,5,185,4,low,M,9,5704,0,1,High,Low,1,45,15,1901.3333333333333,7,4,-1,0.5927883707759108,0.5975609756097561,51336,0,,0,Heavy,Low,1055240,Regular,2.5,1426.0
8291,C,Ship,4,5,221,10,high,M,9,4646,0,1,High,Medium,1,45,20,1161.5,14,4,0,0.6497890295358649,0.5975609756097561,41814,0,,1,Heavy,Low,1026766,Frequent,2.5,1161.5
8292,F,Ship,4,2,208,3,low,M,8,4342,0,1,Low,Low,1,16,8,1085.5,7,4,0,0.5927883707759108,0.5975609756097561,34736,0,,0,Heavy,Low,903136,Regular,1.0,1085.5
8293,D,Ship,4,4,260,2,medium,M,6,4474,0,1,Standard,Very Low,1,24,16,1118.5,6,4,0,0.5904501472444258,0.5975609756097561,26844,0,,0,Heavy,Low,1163240,New,2.0,1118.5
8294,F,Ship,4,5,177,7,low,F,2,4299,0,1,High,Medium,0,10,20,1074.75,11,4,0,0.5927883707759108,0.5975609756097561,8598,0,,0,Heavy,Low,760923,Frequent,2.5,1074.75
8295,A,Ship,4,1,144,4,low,M,8,4970,0,1,VeryLow,Low,1,8,4,1242.5,8,4,0,0.5927883707759108,0.5975609756097561,39760,0,,0,Heavy,Low,715680,Regular,0.5,1242.5
8296,B,Ship,3,3,174,2,low,F,1,5556,0,1,Average,Very Low,0,3,9,1852.0,5,4,-1,0.5927883707759108,0.5975609756097561,5556,0,,0,Heavy,Low,966744,New,1.5,1389.0
8297,C,Ship,3,2,215,4,high,M,2,4673,1,1,Low,Low,1,4,6,1557.6666666666667,7,4,-1,0.6497890295358649,0.5975609756097561,9346,2,high,0,Heavy,Low,1004695,Regular,1.5,1168.25
8298,F,Ship,4,1,270,10,medium,F,5,5494,1,1,VeryLow,Medium,0,5,4,1373.5,14,4,0,0.5904501472444258,0.5975609756097561,27470,1,medium,0,Heavy,Low,1483380,Frequent,1.0,1373.5
8299,D,Ship,3,4,209,2,high,F,5,4363,0,1,Standard,Very Low,0,20,12,1454.3333333333333,5,4,-1,0.6497890295358649,0.5975609756097561,21815,0,,0,Heavy,Low,911867,New,2.0,1090.75
8300,F,Ship,5,1,103,5,low,M,3,4966,0,1,VeryLow,Low,1,3,5,993.2,10,4,1,0.5927883707759108,0.5975609756097561,14898,0,,0,Heavy,Low,511498,Regular,0.5,1241.5
8301,A,Ship,5,2,184,3,low,F,4,4552,0,1,Low,Low,0,8,10,910.4,8,4,1,0.5927883707759108,0.5975609756097561,18208,0,,0,Heavy,Low,837568,Regular,1.0,1138.0
8302,B,Ship,5,3,226,2,high,F,2,4219,0,1,Average,Very Low,0,6,15,843.8,7,4,1,0.6497890295358649,0.5975609756097561,8438,0,,0,Heavy,Low,953494,New,1.5,1054.75
8303,C,Ship,5,4,158,3,low,F,10,4670,1,1,Standard,Low,0,40,20,934.0,8,4,1,0.5927883707759108,0.5975609756097561,46700,4,low,0,Heavy,Low,737860,Regular,2.5,1167.5
8304,F,Ship,3,1,274,2,high,M,2,4352,0,1,VeryLow,Very Low,1,2,3,1450.6666666666667,5,4,-1,0.6497890295358649,0.5975609756097561,8704,0,,0,Heavy,Low,1192448,New,0.5,1088.0
8305,D,Ship,3,2,245,3,medium,F,7,4121,0,1,Low,Low,0,14,6,1373.6666666666667,6,4,-1,0.5904501472444258,0.5975609756097561,28847,0,,0,Heavy,Low,1009645,Regular,1.0,1030.25
8306,F,Ship,5,4,254,6,low,M,4,1850,1,1,Standard,Medium,1,16,20,370.0,11,4,1,0.5927883707759108,0.5975609756097561,7400,4,low,0,Light,Low,469900,Frequent,2.5,462.5
8307,A,Ship,5,4,252,5,low,M,9,1133,1,1,Standard,Low,1,36,20,226.6,10,4,1,0.5927883707759108,0.5975609756097561,10197,4,low,0,Light,Low,285516,Regular,2.5,283.25
8308,B,Ship,6,2,254,4,low,F,9,1626,0,1,Low,Low,0,18,12,271.0,10,4,2,0.5927883707759108,0.5975609756097561,14634,0,,0,Light,Low,413004,Regular,1.0,406.5
8309,C,Ship,4,1,263,5,low,M,3,1777,0,1,VeryLow,Low,1,3,4,444.25,9,4,0,0.5927883707759108,0.5975609756097561,5331,0,,0,Light,Low,467351,Regular,0.5,444.25
8310,F,Ship,5,5,256,5,low,F,10,1333,1,1,High,Low,0,50,25,266.6,10,4,1,0.5927883707759108,0.5975609756097561,13330,5,low,0,Light,Low,341248,Regular,3.0,333.25
8311,D,Ship,6,3,264,4,medium,M,5,1397,0,1,Average,Low,1,15,18,232.83333333333334,10,4,2,0.5904501472444258,0.5975609756097561,6985,0,,0,Light,Low,368808,Regular,1.5,349.25
8312,F,Ship,4,1,237,5,low,F,5,1041,0,1,VeryLow,Low,0,5,4,260.25,9,4,0,0.5927883707759108,0.5975609756097561,5205,0,,0,Light,Low,246717,Regular,0.5,260.25
8313,A,Ship,4,1,226,5,medium,M,6,1723,0,1,VeryLow,Low,1,6,4,430.75,9,4,0,0.5904501472444258,0.5975609756097561,10338,0,,0,Light,Low,389398,Regular,0.5,430.75
8314,B,Ship,7,4,289,4,low,M,1,1657,0,1,Standard,Low,1,4,28,236.71428571428572,11,4,3,0.5927883707759108,0.5975609756097561,1657,0,,0,Light,Low,478873,Regular,2.0,414.25
8315,C,Ship,7,2,281,4,low,F,6,1118,1,1,Low,Low,0,12,14,159.71428571428572,11,4,3,0.5927883707759108,0.5975609756097561,6708,2,low,0,Light,Low,314158,Regular,1.5,279.5
8316,F,Ship,5,5,258,5,low,F,10,1719,1,1,High,Low,0,50,25,343.8,10,4,1,0.5927883707759108,0.5975609756097561,17190,5,low,0,Light,Low,443502,Regular,3.0,429.75
8317,D,Ship,6,5,263,4,low,M,10,1669,0,1,High,Low,1,50,30,278.1666666666667,10,4,2,0.5927883707759108,0.5975609756097561,16690,0,,0,Light,Low,438947,Regular,2.5,417.25
8318,F,Ship,5,3,245,5,low,F,10,1112,0,1,Average,Low,0,30,15,222.4,10,4,1,0.5927883707759108,0.5975609756097561,11120,0,,0,Light,Low,272440,Regular,1.5,278.0
8319,A,Ship,7,3,296,4,medium,F,2,1304,1,1,Average,Low,0,6,21,186.28571428571428,11,4,3,0.5904501472444258,0.5975609756097561,2608,3,medium,0,Light,Low,385984,Regular,2.0,326.0
